news,source,label
ಈ ಕೃಷಿ ಆಧಾರಿತ ಕಂಪನಿಗಳನ್ನು ಅದಾನಿ ಗ್ರೂಪ್ 2019 ರಲ್ಲಿ ಸಂಯೋಜಿಸಿಲ್ಲ,factly,0
ಆಹಾರದ ಮೇಲೆ ಉಗುಳುವುದು ಹಲಾಲ್‌ನ ಭಾಗವೆಂದು ಮುಸ್ಲಿಂ ಸಮುದಾಯವು ನ್ಯಾಯಾಲಯದಲ್ಲಿ ಒಪ್ಪಿಕೊಂಡಿಲ್ಲ,factly,0
"ನೇಕಾರಿಕೆ ವೃತ್ತಿಗೆ ಪುನರುಜ್ಜೀವನ                              
                        ",prajavani,1
"ಸುಬ್ರಹ್ಮಣ್ಯ: ಸಂಘಸಂಸ್ಥೆ, ಸ್ಥಳೀಯರಿಂದ ಸಂಪರ್ಕ ಬೆಸೆಯುವ ಕಾರ್ಯ                              
                        ",prajavani,1
"ಎಚ್‌ಪಿಸಿಎಲ್‌ ನಷ್ಟ ₹10,196 ಕೋಟಿ                              
                        ",prajavani,1
"ಝೀ ನ್ಯೂಸ್‌ ಸಂಪಾದಕ ಅಹುಜಾ ಬಂಧನಕ್ಕೆ ಸುಪ್ರೀಂ ಕೋರ್ಟ್‌ ತಡೆ                              
                        ",prajavani,1
ಮಧುರೈ ಚಿತ್ತಿರೈ ಉತ್ಸವಕ್ಕೆ ಸಂಬಂಧಿಸಿದ ಹಳೆಯ ವೀಡಿಯೊವನ್ನು ಜಗನ್ನಾಥ ರಥಯಾತ್ರೆ ಎಂದು ಹಂಚಿಕೆ,factly,0
" ಬಾಲಿವುಡ್​ ಖಳ್​ನಾಯಕ್​ಗೆ ಹುಟ್ಟುಹಬ್ಬದ ಸಂಭ್ರಮ, ಸಂಜಯ್ ದತ್ ಸಿನಿ ಜರ್ನಿ ಹೇಗಿತ್ತು?",news18,1
"ಉತ್ತರ ಪ್ರದೇಶದ ಗೋಶಾಲೆಯಲ್ಲಿ 50 ಜಾನುವಾರುಗಳ ನಿಗೂಢ ಸಾವು: ತನಿಖೆಗೆ ಸಿಎಂ ಆದೇಶ                              
                        ",prajavani,1
ಸಿದ್ದು ಜನ್ಮದಿನ ಕಾಂಗ್ರೆಸ್‌ನ ಜಯದ ಮೆಟ್ಟಿಲಾಗಲಿ: ಡಿಕೆಶಿ,asianet,1
ಎಣ್ಣೆ ಕಿಕ್ಕಲ್ಲಿ ಯುವಕ ಯವತಿ ಮಧ್ಯೆ ಫುಲ್ ಕಿರಿಕ್: viral video,asianet,1
"ಭಾರಿ ಮಳೆಗೆ 64 ಜನರ ಸಾವು: ಆರ್‌.ಅಶೋಕ್‌                              
                        ",prajavani,1
 ವಾಂಖೆಡೆ ನೇತೃತ್ವದ ಎನ್‌ಸಿಬಿ ತಂಡದ ಮೇಲೆ ಗೋರೆಗಾಂವ್‌ನಲ್ಲಿ ದಾಳಿ? ,oneindia,0
"ಪ್ರವಾಹ: ನಿರಾಶ್ರಿತ ಮುಸ್ಲಿಂ ಕುಟುಂಬಗಳಿಗೆ ಆಶ್ರಯ ನೀಡಿದ ಹಿಂದೂ ದಂಪತಿ                              
                        ",prajavani,1
ಸ್ವಾಮಿ ವಿವೇಕಾನಂದರು 1893 ರ ಲ್ಲಿ ಮಾಡಿರುವ ಭಾಷಣವನ್ನು ಚಿಕಾಗೊ ಆರ್ಟ್ ಇನ್ಸ್ಟಿಟ್ಯೂಟ್‌ನ ಮೆಟ್ಟಿಲುಗಳ ಮೇಲೆ ಪ್ರತಿದಿನ ಪ್ರದರ್ಶಿಸುವುದಿಲ್ಲ,factly,0
ಹಿರಿಯ ಅಭಿಮಾನಿಯ ಪಾದಕ್ಕೆ ನಮಸ್ಕರಿಸಿದ ನೀರಜ್‌ ಚೋಪ್ರಾ : ವಿಡಿಯೋ ವೈರಲ್,asianet,1
"ಆಫ್ ಹೆಲ್ಮೆಟ್, ಶೋಕಿ ಸೈಲೆನ್ಸರ್:  ಪುಡಿ-ಪುಡಿ ಮಾಡಿದ ರೋಡ್‌‌ ರೋಲರ್",asianet,1
"ಲೋಕ ಅದಾಲತ್ ಪ್ರಯೋಜನ ಪಡೆಯಿರಿ: ಬಸವರಾಜ ಚೇಗರೆಡ್ಡಿ                              
                        ",prajavani,1
"Koppal Crime: ಆಸ್ತಿ ವಿವಾದ, ತಮ್ಮನನ್ನೇ ಕೊಂದ ಅಣ್ಣ..",asianet,1
 ಟಿಪ್ಪು ಜೀವನಾಧಾರಿತ ಸಿನಿಮಾಕ್ಕೆ ಶಾರುಕ್‌ ಹೀರೋ ಆಗ್ತಿದ್ದಾರಾ?,asianet,0
"ಕಾಂಗ್ರೆಸ್ ಅಧ್ಯಕ್ಷೆ ಸೋನಿಯಾ ಗಾಂಧಿಗೆ ಮತ್ತೆ ಉಲ್ಬಣಿಸಿದ ಕೊರೋನಾ, ಆಸ್ಪತ್ರೆ ದಾಖಲು",asianet,1
ಚೀನಾದ ಮಹಾ ಎಚ್ಚರಿಕೆಯ ನಡುವೆ ತೈವಾನ್‌ಗೆ ಕಾಲಿಟ್ಟ ಅಮೆರಿಕದ ಸ್ಪೀಕರ್‌ ನ್ಯಾನ್ಸಿ ಪೆಲೋಸಿ,asianet,1
"ಮೂವರು ಸುಲಿಗೆಕೋರರ ಬಂಧನ                              
                        ",prajavani,1
ಶಾಲೆಯಿಂದ ಬಂದ ಅಣ್ಣನ ತಬ್ಬಿಕೊಂಡು ಮುದ್ದಾಡೋ ತಮ್ಮ ವಿಡಿಯೋ ವೈರಲ್,asianet,1
 ಬ್ರೆಡ್‌ ಮೇಲೆ ಎಂಜಲು ಹಚ್ಚುತ್ತಾರಾ?,asianet,0
ಜಮೀನು ವಿವಾದ: ಬುಡಕಟ್ಟು ಮಹಿಳೆಗೆ ಬೆಂಕಿ ಹಚ್ಚಿ ಚಿತ್ರೀಕರಿಸಿದ ದುರುಳರು: ವಿಡಿಯೋ ವೈರಲ್,asianet,1
"ಎಲ್ಲೆಡೆ ವರಮಹಾಲಕ್ಷ್ಮೀ ಹಬ್ಬದ ಸಂಭ್ರಮ                              
                        ",prajavani,1
"ಸಂಚಾರ ನಿಯಮ ಉಲ್ಲಂಘಿಸಿದ ಬೈಕ್‌ ಸವಾರನಿಗೆ ₹18,000 ದಂಡ                              
                        ",prajavani,1
ಮದ್ವೆ ವೇಳೆ ಜಾರಿಬಿದ್ದ ವರನ ಪ್ಯಾಂಟ್: ಮುಸಿಮುಸಿ ನಕ್ಕ ವಧು: ವಿಡಿಯೋ ವೈರಲ್,asianet,1
 ‘ಬಿಜೆಪಿ ಟಿಶರ್ಟ್' ಧರಿಸಿದ ಮಗುವನ್ನು ಹಿಡಿದುಕೊಂಡ ರಾಹುಲ್ ಗಾಂಧಿ? ,oneindia,0
ಪತಿ ಕೊಲ್ಲಿಸಿದ ಪತ್ನಿ ಸೇರಿ ನಾಲ್ವರ ಬಂಧನ ,prajavani,1
ಹಳೆಯ ಪ್ರತಿಭಟನಾ ವೀಡಿಯೊವನ್ನು ‘ಇಂದು ಹಳೆಯ ನಗರದಲ್ಲಿನ (ಹೈದರಾಬಾದ್) ಪರಿಸ್ಥಿತಿ’ ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
ಪ್ರೊಬೆಷನರಿ ಪಿಎಸ್‌ಐ ಆ್ಯಂಡ್ ಟೀಮ್‌ನಿಂದ ಗೂಂಡಾಗಿರಿ: ಡಾಬಾ ಧ್ವಂಸಗೊಳಿಸಿ ಪುಂಡಾಟಿಕೆ,asianet,1
"ವೋಟರ್‌ ಐಡಿಗೆ ಆಧಾರ್‌ ಲಿಂಕ್‌ಗೆ ಚಾಲನೆ, ಹೊಸ ಮತದಾರರ ಹೆಸರು ಸೇರ್ಪಡೆಗೆ ವರ್ಷಕ್ಕೆ 4 ಅವಕಾಶ",asianet,1
 ಕೊರೊನಾ ಲಸಿಕೆ ಮನುಷ್ಯನ ಡಿಎನ್‌ಎ ಬದಲಾಯಿಸುತ್ತದೆಯೇ?,oneindia,0
ಬೆಂಗಳೂರಲ್ಲಿ ಸೆರೆಸಿಕ್ಕ ಉಗ್ರರಿಗೆ ಅಲ್​ಖೈದಾ ಸಂಬಳ: ಬೆಚ್ಚಿ ಬೀಳಿಸುತ್ತೆ ಟೆರರಿಸ್ಟ್ ಬ್ಯಾಕ್‌ಗ್ರೌಂಡ್,asianet,1
 ಗಿರಿರಾಜ್ ಸಿಂಗ್ ಬಿಹಾರ ಸಿಎಂ ಆಗಲಿ ಎಂದರೇ ಪ್ರಧಾನಿ ಮೋದಿ?,oneindia,0
ಜನಸಂಖ್ಯಾ ಸ್ಫೋಟ ಜಾತಿ ಮತ್ತು ಧರ್ಮದ ಜೊತೆ ಜೋಡಿಸೋದು ಸರಿಯಲ್ಲ: ಮುಖ್ತಾರ್ ಅಬ್ಬಾಸ್ ನಖ್ವಿ,asianet,1
Maharashtra Political Crisis ನಡುವೆ ಶಿವಸೇನೆ ಸಂಜಯ್‌ ರಾವತ್‌ಗೆ ಇಡಿ ನೊಟೀಸ್‌,asianet,1
ಜುಲೈನಲ್ಲಿ ಹೆಚ್ಚಾಗಲಿದೆ ಡಿಎ? ಕೇಂದ್ರ ಸರ್ಕಾರಿ ನೌಕರರ ಸಂಬಳ ಮತ್ತೆ ಏರಿಕೆ..,asianet,1
ನೀಟ್‌ ವೇಳೆ ಒಳವಸ್ತ್ರಕ್ಕೆ ಕೊಕ್‌: ಎದೆ ಮುಚ್ಚಿಕೊಳ್ಳಲು ಕೂದಲು ಹಾಕಿಕೊಂಡೆವು: ಅಳುತ್ತಲೇ ವಿವರಿಸಿದ ವಿದ್ಯಾರ್ಥಿನಿ,asianet,1
"ಯುವ ಪ್ರತಿಭೆಗಳಿಗೆ ಕಲಾ ತರಬೇತಿ                              
                        ",prajavani,1
ಸಂಪಾದಿತ ವೀಡಿಯೊವೊಂದನ್ನು ‘ಮೋದಿ ಅವರ ಪಶ್ಚಿಮ ಬಂಗಾಳ ಭೇಟಿಯ ಸಂದರ್ಭದಲ್ಲಿ‘ ಚೌಕಿದಾರ್ ಚೋರ್ ಹೈ ’ ಎಂಬ ಘೋಷಣೆಗಳಿಂದ ಕೂಗಿದ್ದಾರೆ’ ಎಂದು ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
ಕೇಂದ್ರ ಸರ್ಕಾರ ‘ಪ್ರಧಾನ್ ಮಂತ್ರಿ ಶಿಶು ವಿಕಾಸ್ ಯೋಜನೆ (ಪಿಎಂಎಸ್‌ವಿವೈ)’ಎಂಬ ಹೆಸರಿನ ಯಾವುದೇ ಯೋಜನೆ ಜಾರಿಗೆ ತಂದಿಲ್ಲ,factly,0
ಈ ಚಿತ್ರದಲ್ಲಿರುವ ಶಿವಲಿಂಗ ಅಯೋಧ್ಯೆಯಲ್ಲಿ ಪತ್ತೆಯಾಗಿಲ್ಲ,factly,0
"ನಮ್ಮ ಕ್ಲಿನಿಕ್‌: ಲಾಂಛನಗಳಿಗೆ ಆರೋಗ್ಯ ಇಲಾಖೆ ಆಹ್ವಾನ                              
                        ",prajavani,1
ಶಾಲ್ಮಲಾ ನದಿಯಲ್ಲಿ ಕಾಣೆಯಾಗುತ್ತಿದೆ ಸಹಸ್ರಲಿಂಗಗಳು... ,asianet,1
"ಪ್ರವಾಸಿ ತಾಣಗಳಿಗೆ ಸಿಇಒ ಭೇಟಿ                              
                        ",prajavani,1
"‘ಭಾರತದಲ್ಲಿ ಜನಿಸಿದ ನಾವೇ ಧನ್ಯರು’                              
                        ",prajavani,1
 ಈಜಿಪ್ಟ್‌ನಿಂದ ರಕ್ಷಿತ ವಿದೇಶಿಯರ ಈ ಕಥೆ ಕಾಲ್ಪನಿಕ,oneindia,0
"Bengaluru Drug Bust: 500 ನೋಟು, ಸಿಗರೆಟ್‌ ಪ್ಯಾಕ್‌ನಲ್ಲಿ ಮಾದಕ ವಸ್ತು ಅಡಗಿಸಿಟ್ಟು ಮಾರಾಟ..",asianet,1
ತೈಲ ಬೆಲೆ ಏರಿಕೆ ನಡುವೆ ಡಾಲರ್ ಎದುರು ದಾಖಲೆ ಕುಸಿತ ಕಂಡ ರೂಪಾಯಿ,asianet,1
"ಹೈಟೆನ್ಷನ್‌ ವೈರ್‌ ಇದ್ದಲ್ಲಿ ಡೋರ್‌ ನಂಬರ್‌ಗೆ ಆಕ್ಷೇಪ                              
                        ",prajavani,1
ಆಮ್ ಆದ್ಮಿ ಪಕ್ಷದ ರಾಜ್ಯಸಭಾ ಸಂಸದ ರಾಘವ್ ಚಡ್ಡಾ ಅವರ ಮೂಲ ಫೋಟೋವನ್ನು ಎಡಿಟ್ ಮಾಡಲಾಗಿದೆ,factly,0
"150 ಅಡಿ ಉದ್ದದ ರಾಷ್ಟ್ರಧ್ವಜ ಮೆರವಣಿಗೆ 13ಕ್ಕೆ                              
                        ",prajavani,1
ಈ ಕೊಲೆಗಾರ ವೈದ್ಯನ 125 ಅಕ್ರಮ ಮೂತ್ರಪಿಂಡ ಕಸಿಯನ್ನು ಕೋವಿಡ್-19ಗೆ ತಪ್ಪಾಗಿ ಜೋಡಿಸಲಾಗಿದೆ,factly,0
"ಚಿತ್ರದಲ್ಲಿರುವ ಸಸ್ಯ ‘ಸಿಕ್ಕಿಂ ವಿರೇಚಕ’, ಇದು ಹಿಮಾಲಯದಲ್ಲಿ ಪ್ರತಿವರ್ಷ ಅರಳುತ್ತದೆ.",factly,0
ಹಾಡಹಗಲೇ ಶಸ್ತ್ರಸಜ್ಜಿತ ದರೋಡೆಕೋರರಿಂದ ಚಿನ್ನದಂಗಡಿಗೆ ನುಗ್ಗಿ ದರೋಡೆ: ಮಾಲೀಕನ ಮೇಲೆ ಗುಂಡಿನ ದಾಳಿ,asianet,1
 ಯಚೂರಿ,asianet,0
 ಪಲ್ಲವಿ ಜೋಶಿ ಹೆಸರಿನ ಟ್ವಿಟರ್ ಖಾತೆಯಿಂದ 'ಅಜ್ಮೀರ್ ಫೈಲ್ಸ್' ರಚಿಸಲು ಘೋಷಣೆ,oneindia,0
ನವವಿವಾಹಿತೆ ಕಿಡ್ನಾಪ್‌ ಕೇಸ್‌: ಹುಬ್ಬಳ್ಳಿ-ಧಾರವಾಡ ಪಾಲಿಕೆ ಸದಸ್ಯ ಚೇತನ್‌ ಸೇರಿ ಮೂವರ ಬಂಧನ,asianet,1
Sidhu Moose Wala Death ಆನ್‌ಲೈನ್‌ನಲ್ಲಿ ಮಾರಾಟಕ್ಕಿಟ್ಟಿದ್ದ ಕಾರಿನ ನಂಬರ್ ಬಳಸಿ ಸಿಧು ಮೇಲೆ ದಾಳಿ,asianet,1
ಬ್ರೆಜಿಲ್ ಪೊಲೀಸರು ಚಾಕು ಹಿಡಿದಿರುವ ವ್ಯಕ್ತಿಯನ್ನು ಕೆಳಗಿಳಿಸುವ ವಿಡಿಯೋವನ್ನು ‘ಇಟಲಿಯ ಲಾಕ್‌ಡೌನ್’ ಗೆ ಲಿಂಕ್ ಮಾಡಲಾಗುತ್ತಿದೆ,factly,0
ಭಾರತೀಯ ನೌಕಾಪಡೆಯಿಂದ ದೀಪಾವಳಿ ಸಂಭ್ರಮ ಎಂದು ಹಳೆಯ ಅಂತರಾಷ್ಟ್ರೀಯ ಫ್ಲೀಟ್‌ ರಿವ್ಯೂ ವಿಡಿಯೋವನ್ನು ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
"ಹೊಡಿತಾಳೆ, ಬಡಿತಾಳೆ ನನ್ ಹೆಂಡ್ತಿ, ಪೊಲೀಸ್ ರಕ್ಷಣೆ ಕೋರಿದ ಪತಿ",asianet,1
IPL Betting: ರಾಜಸ್ಥಾನದಿಂದ ಪಾಕಿಸ್ತಾನದವರೆಗೂ ಹಬ್ಬಿದೆ ಬೆಟ್ಟಿಂಗ್ ನಂಟು..,asianet,1
"ಕೊಣಾಜೆ: ಕರ್ತವ್ಯ ನಿರತ ಹೆಡ್‌ ಕಾನ್‌ಸ್ಟೆಬಲ್‌ ಜಗನ್ನಾಥ ಹೃದಯಾಘಾತದಿಂದ ನಿಧನ                              
                        ",prajavani,1
ರೈತರ ಪ್ರತಿಭಟನೆಯಲ್ಲಿ ಭಾಗವಹಿಸಿದ ನಂತರ ಸಿಖ್ ಉಡುಪಿನಲ್ಲಿ ನಮಾಜ್ ಮಾಡುತ್ತಿರುವ ಮೋಸಗಾರ ಎಂದು ಹಳೆಯ ಫೋಟೋ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
"ಮಕ್ಕಳಲ್ಲಿ ರಕ್ತಹೀನತೆ ಪ್ರಮಾಣ ಶೇ 9ರಷ್ಟು ಹೆಚ್ಚಳ: ಆರೋಗ್ಯ ಸಮೀಕ್ಷೆ                              
                        ",prajavani,1
" ಶಿಕ್ಷಕನ ರಾಸಲೀಲೆ ವಿಡಿಯೋ ವೈರಲ್, ಕಾಮುಕನ ಮತ್ತೊಂದು ಅಸಲಿ ಮುಖ ಬಿಚ್ಚಿಟ್ಟ ಗ್ರಾಮಸ್ಥರು",asianet,1
"ಕೈಗಾರಿಕಾ ಕಾರಿಡಾರ್‌ಗೆ ಜಮೀನು ನೀಡಲ್ಲ                              
                        ",prajavani,1
ಪ್ಯಾರಾ ಟಿಟಿ: ಚಿನ್ನ ಗೆದ್ದ ಭಾವಿನಾ,prajavani,1
CBSE Class 10th Result 2022 LIVE: ಇವತ್ತು ಅನೌನ್ಸ್ ಆಗೋಲ್ಲ ಫಲಿತಾಂಶ ,asianet,1
ಇಂದು ಲಂಕಾ ಅಧ್ಯಕ್ಷರ ಚುನಾವಣೆ: ತ್ರಿಕೋನ ಸ್ಪರ್ಧೆ: ಮೂವರಲ್ಲಿ ರನಿಲ್ ಮುಂದೆ,asianet,1
" ಟಾಟಾದಿಂದ ಓಲಾ, ಊಬರ್‌ಗೆ ಸಡ್ಡು ಟ್ಯಾಕ್ಸಿ ಸೇವೆ ಆರಂಭ?",asianet,0
Gyanvapi Mosque Survey: ಕೆಳ ನ್ಯಾಯಾಲಯದ ತೀರ್ಪಿನ ವಿರುದ್ಧ ಸುಪ್ರೀಂಗೆ ಅರ್ಜಿ,asianet,1
ಮೋಸ ಮಾಡಿ ಮದುವೆ ಆದವಳ ಕೊಂದವನ ಜೀವಾವಧಿ ಶಿಕ್ಷೆ ರದ್ದು ,asianet,1
 ಭವ್ಯ ರಾಮಮಂದಿರಕ್ಕೆ  ಸ್ಪೆಷಲ್‌ ಗಂಟೆ ಸಿದ್ಧ﻿Title,asianet,0
ಹಳೆಯ ಮತ್ತು ಸಂಬಂಧವಿಲ್ಲದ ವೀಡಿಯೊವನ್ನು ‘ಹಣ್ಣಿನ ಅಂಗಡಿಗಳಲ್ಲಿ ಪೊಲೀಸರು ಧ್ವಜಗಳನ್ನು ತೆಗೆದ ನಂತರ ಜಮ್ಶೆಡ್ಪುರ ಮನೆಗಳ ಮೇಲೆ ಕೇಸರಿ ಧ್ವಜಗಳು’ ಎಂದು ತಪ್ಪಾಗಿ ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
"ಜಾರ್ಖಂಡ್‌: ಬಿಜೆಪಿ ಶಾಸಕರ ಅಮಾನತು ವಾಪಸ್‌                              
                        ",prajavani,1
ಒಂದೇ ಕುಟುಂಬದ ಮೂವರು ಸಹೋದರಿಯರು ತಮ್ಮಿಬ್ಬರ ಮಕ್ಕಳೊಂದಿಗೆ ಬಾವಿಗೆ ಬಿದ್ದು ಆತ್ಮಹತ್ಯೆ,asianet,1
"ಟಿಟಿ ಸಿಂಗಲ್ಸ್: ಸೆಮಿಗೆ ಶರತ್, ಸತ್ಯನ್‌                              
                        ",prajavani,1
"ಪವಿತ್ರ ಅಮರನಾಥ ಯಾತ್ರೆಗೆ 3 ಲಕ್ಷ ಭಕ್ತರು ನೋಂದಣಿ, ಜೂನ್ 30 ರಿಂದ ಆರಂಭ",asianet,1
 ಕಾಂಗ್ರೆಸ್ ಚಿಂತನ ಶಿಬಿರದ ಅಲಂಕಾರಕ್ಕೆ ಪಾಕಿಸ್ತಾನದ ಧ್ವಜದ ಬಣ್ಣ ಬಳಕೆ? ,oneindia,0
 ಆನ್ ಲೈನ್ ನುಸುಳುಕೋರರ ಪತ್ತೆಗೆ ವಿಶೇಷ ಸಾಧನ,oneindia,0
"Shinzo Abe Death; ಪ್ರೀತಿಯ ಗೆಳೆಯನನ್ನು ಕಳೆದುಕೊಂಡಿದ್ದೇನೆ, ಮೋದಿ ಭಾವುಕ ಲೇಖನ",asianet,1
"ಕೇರಳ ಬೆನ್ನಲ್ಲೇ ಕರ್ನಾಟಕಕ್ಕೂ ಮುಂಗಾರು ಪ್ರವೇಶ, ಜೂನ್ 5ರಿಂದ ಮಳೆಯಬ್ಬರ: ಐಎಂಡಿ",asianet,1
ಸರ್ಕಾರದ ಜೊತೆ ಉದ್ಧವ್ ಠಾಕ್ರೆಯ ಪಕ್ಷವನ್ನೂ ವಶಪಡಿಸ್ಕೊಳ್ತಾರಾ ಏಕನಾಥ್ ಶಿಂಧೆ? ಹೀಗಿದೆ ನಿಯಮ,asianet,1
" ‘ಕೋವಿಪ್ರಿ’ಗೆ ರೆಮ್‌ಡಿಸಿವಿರ್‌ಗೆ ಪರ್ಯಾಯ, ಸುರಕ್ಷಿತವೇ.?",asianet,0
"ರಂಗಾಯಣ: ಅನುದಾನ ಕಡಿತಕ್ಕೆ ಆಕ್ಷೇಪ                              
                        ",prajavani,1
" ಪ್ರಭಾಸ್​ ಅಭಿಮಾನಿಗಳಿಗೆ ಗುಡ್​ ನ್ಯೂಸ್​, ಆದಿಪುರುಷ ಫಸ್ಟ್ ಲುಕ್ ಕುರಿತು ಹೊರಬಿತ್ತು ಬಿಗ್​ ಅಪ್​ಡೇಟ್​",news18,1
"ವಿಶ್ವನಾಥ್‌ ವಿಶ್ವಕ್ಕೇ ಪ್ರಶ್ನೆ ಕೇಳ್ತಾರೆ, ಸಲಹೆ ಕೊಡ್ತಾರೆ: ಸಚಿವ ಎಸ್‌.ಟಿ.ಸೋಮಶೇಖರ್‌ ವ್ಯಂಗ್ಯ",asianet,1
 ಅಕ್ಟೋಬರ್ 1ರಿಂದ ಚಿತ್ರ ಮಂದಿರಗಳು ತೆರೆಯಲಿವೆ,oneindia,0
"Agnipath Scheme: CAPF, ಅಸ್ಸಾಂ ರೈಫಲ್ಸ್‌ನಲ್ಲಿ ಅಗ್ನಿವೀರರಿಗೆ 10% ಮೀಸಲಾತಿ: ಗೃಹ ಸಚಿವಾಲಯ",asianet,1
"ರೋಗಗ್ರಸ್ಥ ಮನಸ್ಥಿತಿ: ರಾಮನ ಅಪಮಾನ ಎಂಬ ಶಾ ಹೇಳಿಕೆಗೆ ಕಾಂಗ್ರೆಸ್‌ ತಿರುಗೇಟು                              
                        ",prajavani,1
ಪ್ಲಾಸ್ಟಿಕ್ ಕಣಗಳ ಉತ್ಪಾದನಾ ಪ್ರಕ್ರಿಯೆಯನ್ನು ‘ಪ್ಲಾಸ್ಟಿಕ್ ಅಕ್ಕಿ ಉತ್ಪಾದನೆ ಮಾಡುತ್ತಿದ್ದಾರೆ’ ಎಂದು ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
Mandya Crime: ಮೋಹನ್‌ ಹತ್ಯೆ ಕೇಸ್‌: ನಾಗಮಂಗಲದಲ್ಲಿ ಪ್ರಕ್ಷುಬ್ಧ ವಾತಾವರಣ,asianet,1
ಕಾಂಗ್ರೆಸ್ಸಿಗರ ಬಂಧನ ತುರ್ತುಸ್ಥಿತಿಗಿಂತ ಹೀನಾಯ: ಡಿಕೆಶಿ,asianet,1
  ಆಸ್ಪತ್ರೆಗೆ ದಾಖಲಾಗಿದ್ದ ಪಂಜಾಬ್ ಸಿಎಂ ಭಗವಂತ್ ಮಾನ್ ಹಳೆಯ ಚಿತ್ರ ಮತ್ತೆ ವೈರಲ್ ,asianet,0
 ಗೀತೋಪದೇಶ ಸ್ಥಳದಲ್ಲಿ ಗೋರಿ?,prajavani,0
ಬೆಂಗಳೂರು: ಮಂಗಳಮುಖಿಯನ್ನು ಕೊಂದು ಪರಾರಿಯಾಗಿದ್ದ ಆರೋಪಿ ಅರೆಸ್ಟ್,asianet,1
ಆಸ್ತಿ ವಿವಾದದ ಗಲಾಟೆಗೆ ಕೋಮು ಬಣ್ಣ ಹಚ್ಚಿ ವಿಡಿಯೋ ಹಂಚಿಕೊಳ್ಳಲಾಗುತ್ತಿದೆ,factly,0
" ಕಾಂಗ್ರೆಸ್ ಚಿಂತನ ಶಿಬಿರದ ಮೇಲ್ಛಾವಣಿಗೆ ಪಾಕಿಸ್ತಾನ ಧ್ವಜದ ಬಣ್ಣ, ಕಾರ್ಪೆಟ್‌ ಮಾತ್ರ ಕೇಸರಿ? ",asianet,0
"ಬೆಂಕಿ ವೀಕ್ಷಕರಿಗೆ ಸಿಕ್ಕಿಲ್ಲ ಪೂರ್ಣ ವೇತನ                              
                        ",prajavani,1
"ನದಿ ದಂಡೆಗೆ ತೆರಳದಂತೆ ಡಿ.ಸಿ. ಮನವಿ                              
                        ",prajavani,1
"‘ಪರಿಸರ ಕಾಳಜಿ ಅವಶ್ಯ’                              
                        ",prajavani,1
"ಛಿಂದವಾರದ ವಿಕ್ರಮ್ ಅಹಕೆ ಅತೀ ಕಿರಿಯ, ಬಡ ಮೇಯರ್ ",asianet,1
 ಜೈಲುವಾಸಿ ಸಿಧು ವೈದ್ಯಕೀಯ ಪರೀಕ್ಷೆಗಾಗಿ ಚಂಡೀಗಢ ಆಸ್ಪತ್ರೆಗೆ ದಾಖಲು,asianet,1
 ಥೇಟ್ ಮಹಾಲಕ್ಷ್ಮಿಯಂತೆ ಕಂಗೊಳಿಸಿದ ರಾಧಿಕಾ ಪಂಡಿತ್! ಪೂಜೆ ಮಾಡಲು ಸಹಾಯ ಮಾಡಿದ್ದು ಇವರಂತೆ,news18,1
ಕರ್ನಾಟಕದ ಮಂಗಳೂರಿನ ಜೀನತ್ ಬಕ್ಷ್ ಮಸೀದಿಯನ್ನು ಹಿಂದೂ ದೇವಾಲಯದ ಮೇಲೆ ನಿರ್ಮಿಸಲಾಗಿಲ್ಲ,factly,0
 ಅಖಿಲೇಶ್ ಸೋಲಿನಿಂದ ಮನನೊಂದು ಸಹೋದರರು ಆತ್ಮಹತ್ಯೆ? ,oneindia,0
ಭಾರತೀಯ ಮಾಧ್ಯಮಗಳ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ಚಿತ್ರಿಸುವ ವ್ಯಂಗ್ಯಚಿತ್ರವನ್ನು ಅಮೇರಿಕನ್ ವ್ಯಂಗ್ಯಚಿತ್ರಕಾರ ಬೆನ್ ಗ್ಯಾರಿಸನ್ ಬಿಡಿಸಿಲ್ಲ,factly,0
ಕಾರಿನೊಳಗೆ ಆಟವಾಡುತ್ತಿದ್ದ ಮೂರು ಮಕ್ಕಳು ಉಸಿರುಕಟ್ಟಿ ಸಾವು,asianet,1
ಪಿಎಎಫ್‌ಎಫ್‌-16 ಜೆಟ್‌ನ ಕಾಕ್‌ಪಿಟ್‌ನಲ್ಲಿ ಪಾಕಿಸ್ತಾನದ ಪೈಲಟ್‌ ಮೂತ್ರ ವಿಸರ್ಜನೆ ಮಾಡಿದ್ದರು ಎಂದು ಎಡಿಟ್ ಮಾಡಿದ ಸುದ್ದಿಯನ್ನು ಹಂಚಿಕೊಳ್ಳಲಾಗಿದೆ,factly,0
