news,label
ಐತಿಹಾಸಿಕ ಗೆಲುವಿನತ್ತ ಟೀಂ ಇಂಡಿಯಾ: 4ನೇ ದಿನದಾಟಕ್ಕೆ ಆಸ್ಟ್ರೇಲಿಯಾ 258/8,1
ಶೂಟಿಂಗ್: ವಿಶ್ವ ದಾಖಲೆಯೊಂದಿಗೆ ಚಿನ್ನದ ಪದಕ ಗೆದ್ದ ಸೌರಭ್,1
ನಟಿ ರಾಕುಲ್ ಪ್ರೀತ್​ ಸಿಂಗ್​ ಇನ್​ಸ್ಟಾಗ್ರಾಂ ಖಾತೆಗೂ ಬಿತ್ತು ಕನ್ನ,1
ಇನ್ಮುಂದೆ ವಾಟ್ಸಪ್ ಗ್ರೂಪಿನಲ್ಲಿ ಯಾರಿಗೂ ಕಾಣದಂತೆ ರಿಪ್ಲೈ ಮಾಡಬಹುದು,1
['ಇನ್ಫೋಸಿಸ್ ಅಧ್ಯಕ್ಷೆ ಸುಧಾ ಮೂರ್ತಿ ತರಕಾರಿ ಮಾರುವ ಫೋಟೋ ವೈರಲ್!'],0
 ಮುಸ್ಲಿಂ ಶಿಕ್ಷಕಿಯೊಬ್ಬರು ತನ್ನ ವಿದ್ಯಾರ್ಥಿನಿಯರಿಗೆ ಕೇಸರಿ ಶಾಲು ಹಾಕುವಂತೆ ಮಹಾರಾಷ್ಟ್ರ ನವನಿರ್ಮಾಣ ಸೇನೆಯ ಕಾರ್ಯಕರ್ತರು ಒತ್ತಾಯಿಸಿದ ವಿಡಿಯೋ,0
 ಪ್ಯಾಂಗಾಂಗ್ ಸರೋವರ ಬಳಿ 2 ಸ್ಥಾನ ಆಕ್ರಮಿಸಿಕೊಂಡಿತಾ ಚೀನಾ?'],0
 ಚೀನಾದ ನಗರಕ್ಕೆ ನುಗ್ಗುತ್ತಿರುವ ಪ್ರವಾಹದ ವಿಡಿಯೋ,0
Aadhar Card: ಮೊಬೈಲ್​ನಲ್ಲೇ ಆಧಾರ್ ಕಾರ್ಡ್​ ಡೌನ್​ಲೋಡ್​ ಮಾಡಿಕೊಳ್ಳಲು ಇಲ್ಲಿದೆ ಸರಳ ವಿಧಾನ,1
ಸಿನಿ ಗಾಸಿಪ್​ 11,1
'ಇದೊಂದು ತಲೆ ಇಲ್ಲದ ನಿರ್ಧಾರ': ಏಷ್ಯಾಕಪ್ 2018 ವೇಳಾಪಟ್ಟಿ ವಿರುದ್ಧ ಕಿಡಿಕಾರಿದ ಬಿಸಿಸಿಐ,1
ಸೆಹ್ವಾಗ್ ಸಂಬಂಧಿ; ಬಿರ್ಲಾ ಮಗ: ಐಪಿಎಲ್ ಹರಾಜಲ್ಲಿ ಸಿಕ್ಕ ಗಣ್ಯರ ಹುಡುಗ್ರು,1
"ಮೆಸ್ಸಿ, ರೊನಾಲ್ಡೊ ದಶಕದ ಪಾರಮ್ಯ ಮುರಿದು ಬಾಲನ್ ಡಿ'ಒರ್ ಪ್ರಶಸ್ತಿ ಮುತ್ತಿಟ್ಟ ಕ್ರೊವೇಶಿಯಾ ಆಟಗಾರ ಲೂಕಾ ಮೊಡ್ರಿಕ್",1
ಫಿಫಾ ವಿಶ್ವಕಪ್ 2018: ಚೊಚ್ಚಲ ಪಂದ್ಯದಲ್ಲೇ ಅರ್ಜೆಂಟಿನಾ ವಿರುದ್ಧ 1-1 ರಿಂದ ಸಮಬಲ ಸಾಧಿಸಿದ ಐಸ್​ಲೆಂಡ್,1
ರಕ್ಷಾ ಬಂಧನದಂದು ಆ್ಯಪಲ್​ ಐಫೋನ್​ ಬೆಲೆಯಲ್ಲಿ ಭಾರೀ ಕಡಿತ,1
 2022 ರ ಯುಪಿ ಚುನಾವಣೆಯಲ್ಲಿ ಮಹಿಳಾ ಮತದಾರರ ಮತಗಳನ್ನು ಪೋಲಿಂಗ್ ಏಜೆಂಟ್‌ಗಳು ತಿರುಚುತ್ತಿರುವ ದೃಶ್ಯಗಳು,0
 ಭಗತ್ ಸಿಂಗ್ ಪರವಾಗಿ ಮುಸ್ಲಿಂ ಅಸಫ್ ಅಲಿ ವಾದಿಸಿದರು. ಆರ್​ಎಸ್​ಎಸ್​ ಸದಸ್ಯ ರಾಯ್ ಬಹದ್ದೂರ್ ಸೂರ್ಯವಂಶಂ ಶರ್ಮಾ ಬ್ರಿಟಿಷ್ ಸಾಮ್ರಾಜ್ಯವನ್ನು ಪ್ರತಿನಿಧಿಸಿದರು ಮತ್ತು ಭಗತ್ ಸಿಂಗ್​ಗೆ ಮರಣದಂಡನೆ ವಿಧಿಸಿದರು,0
 ತ್ರಿಪುರಾದಲ್ಲಿ ನಡೆದ ಕೋಮುಗಲಭೆಯನ್ನು ವರದಿ ಮಾಡಿರುವ ‘ಬಿಬಿಸಿ’ ಸುದ್ದಿವಾಹಿನಿಯ ವೀಡಿಯೋ,0
ವಿವೊ ನೆಕ್ಸ್​​ ಬಿಡುಗಡೆ: ಏನಿದೆ ಲಾಂಚ್​ ಆಫರ್​?,1
ನೂರು ಕೋಟಿ ಕ್ಲಬ್​ ಸೇರಿ ಹೊಸ ಇತಿಹಾಸ ಬರೆದ ಕನ್ನಡದ 'ಕೆ.ಜಿ.ಎಫ್​',1
ವಿಶ್ವಕಪ್​ನಲ್ಲಿ ಪಾಕ್​ ವಿರುದ್ಧ ಭಾರತ ಆಡಬೇಕು; ನಿರ್ಧಾರ ಪ್ರಕಟಿಸಿದ ಐಸಿಸಿ,1
ವ್ಯಾಟ್ ಆಟಕ್ಕೆ ಸುಸ್ತಾದ ಭಾರತೀಯರು: ದೊಡ್ಡ ಟಾರ್ಗೆಟ್ ಬೆನ್ನತ್ತಿ ಗೆದ್ದ ಆಂಗ್ಲರು,1
 ಕಾರ್ಮಿಕರಿಗೆ ಕೇಂದ್ರದಿಂದ 1.20 ಲಕ್ಷ ರೂ ಪ್ಯಾಕೇಜ್ ಕೊಡುತ್ತಿದೆಯಾ?'],0
| ಈ ಚಿತ್ರದ ಅಸಲಿಯತ್ತೇನು?,0
ಟ್ವಿಟರ್​ನ ಒಂದು ಮಿಲಿಯನ್​ ಬಳಕೇದಾರರು ನಾಪತ್ತೆ !,1
 ‘ಖುರಾನ್  ಎಲ್ಲ ದುಷ್ಟತನಗಳ ಮೂಲ’ ಎಂದು ಆರೋಪಿಸುತ್ತಿರುವ ಫ್ರೆಂಚ್ ಸಚಿವರು,0
" 10,100 ರೂ. ಜಮೆ ಮಾಡಿದರೆ ನಿಮ್ಮ ಖಾತೆಗೆ ಬರುತ್ತಾ 30 ಲಕ್ಷ!?",0
"ಕೆರೂರು: ಹಿಂದೂ–ಮುಸ್ಲಿಂ ಯುವಕರ ನಡುವೆ ಗಲಾಟೆ, ಮೂವರಿಗೆ ಚಾಕು ಇರಿತ",0
 ಇತ್ತೀಚಿನ ಭೈನ್ಸಾ ಕೋಮು ಹಿಂಸಾಚಾರದಲ್ಲಿ ಧ್ವಂಸಗೊಂಡ ಆಸ್ತಿಗಳ ಫೋಟೋಗಳು,0
ವರ್ಣಭೇದಕ್ಕೆ ಬಲಿಯಾದ ನಟಿ ಪ್ರಿಯಾಂಕಾ ಚೋಪ್ರಾ:  ಕೈ ತಪ್ಪಿತು ಹಾಲಿವುಡ್​ ಸಿನಿಮಾ,1
ವಿಘ್ನವಿನಾಶಕನ ಮೆಲಕು ಹಾಕಿದ ನಟಿ ರಾಧಿಕಾ ಕುಮಾರಸ್ವಾಮಿ,1
ಕ್ರಿಸ್ಟಿಯಾನೋ ರೊನಾಲ್ಡೊಗೆ 23 ತಿಂಗಳು ಜೈಲು ಶಿಕ್ಷೆ! ದಂಡ ಕಟ್ಟಿ ಬಚಾವಾದ ಫುಟ್​ಬಾಲ್ ಆಟಗಾರ,1
 ವಾಂಖೆಡೆ ನೇತೃತ್ವದ ಎನ್‌ಸಿಬಿ ತಂಡದ ಮೇಲೆ ಗೋರೆಗಾಂವ್‌ನಲ್ಲಿ ದಾಳಿ? ,0
ವಾಟ್ಸಾಪ್​ ಸಿಇಒ ಆಗಿ ಭಾರತೀಯನ ನೇಮಕ?,1
ಏಷ್ಯನ್​​ ಚಾಂಪಿಯನ್ಸ್​ ಟ್ರೋಫಿ: ಜಪಾನ್ ವಿರುದ್ಧ ಜಯ: ಫೈನಲ್​​ನಲ್ಲಿ ಭಾರತ-ಪಾಕ್ ಮುಖಾಮುಖಿ,1
ಜಿತೇಂದ್ರರಿಗಿಂತ ಮೊದಲು ಕಮಲ್ ಹಾಸನ್​ರೊಂದಿಗೆ ಹಿಟ್ ಆಗಿತ್ತು ಶ್ರೀದೇವಿಯ ಜೋಡಿ,1
ಕಾನ್ಸ್​ ಚಿತ್ರೋತ್ಸವದಲ್ಲಿ ಚರ್ಚೆಗೀಡಾದ ಎವರ್​ಗ್ರೀನ್ ನಟಿ ಶ್ರೀದೇವಿ !,1
 ಪ್ರತಿ ನಿತ್ಯ ಪೆಟ್ರೋಲ್ ಮತ್ತು ಡೀಸೆಲ್ ಬೆಲೆಗಳು ಏರುತ್ತಿರುವುದರಿಂದ ಆಕ್ರೋಶಗೊಂಡ ಜನರು ಪೆಟ್ರೋಲ್ ಪಂಪ್ ಅನ್ನು ಧ್ವಂಸಮಾಡಿದ್ದಾರೆ,0
"ಸ್ಮಿತ್, ವಾರ್ನರ್​, ಬ್ಯಾಂಕ್ರಾಫ್ಟ್​ಗೆ ಶಿಕ್ಷೆ ಕಡಿತವಿಲ್ಲ ಎಂದ ಬೋರ್ಡ್​​",1
 ಬ್ಯಾಂಕ್ ಆಫ್ ಇಂಗ್ಲೆಂಡ್ ಗವರ್ನರಾಗಿ ರಘುರಾಮ್ ರಾಜನ್ ನೇಮಕವಾಗಿಲ್ಲ,0
 ಸಿಎಎ ಮತ್ತು ಎನ್‌ಆರ್‌ಸಿಯನ್ನು ಬೆಂಬಲಿಸಿ ಕೇರಳದ ಜನರು ಬಿಜೆಪಿ ಮತ್ತು ಆರ್‌ಎಸ್‌ಎಸ್ ಬೈಕ್ ರಾಲಿಯ ಮೇಲೆ ದಾಳಿ ಮಾಡಿದ ವಿಡಿಯೋ,0
"ಕೆರೂರು: ಹಿಂದೂ–ಮುಸ್ಲಿಂ ಯುವಕರ ನಡುವೆ ಗಲಾಟೆ, ಮೂವರಿಗೆ ಚಾಕು ಇರಿತ",0
 ರಾಮಮಂದಿರ ಕೆಲಸ ಅರ್ಧ ಮುಗಿಯಿತಾ?'],0
 ಲಡಾಖ್‌ನಲ್ಲಿ ಭಾರತದ Mi-17 ಹೆಲಿಕಾಪ್ಟರ್ ಪತನ ,0
ರಿಯಲ್​ ಸ್ಟಾರ್​ ಉಪ್ಪಿ ಸಿನಿಮಾ ಮಾಡುತ್ತಾರಾ? ರಾಜಕೀಯದಲ್ಲೇ ಮುಂದುವರೀತಾರಾ?,1
" ಅಮಿತಾಬ್ ಬಚ್ಚನ್ ಅವರು ಕೋವಿಡ್ -19 ಚಿಕಿತ್ಸೆಗೆ ದಾಖಲಾದ ನಂತರ ನಾನಾವತಿ ಆಸ್ಪತ್ರೆಯ ವೈದ್ಯರು, ದಾದಿಯರು ಮತ್ತು ಆರೋಗ್ಯ ಸಿಬ್ಬಂದಿಯನ್ನು ಶ್ಲಾಘಿಸುವ ವಿಡಿಯೋ",0
ವಿಶ್ವದಾದ್ಯಂತ ಸುಳ್ಳು ಸುದ್ದಿಗಳಿಗೆ ಬ್ರೇಕ್: ನಿಯಮ ಬದಲಿಸಿದ ವಾಟ್ಸ್​ಆ್ಯಪ್​,1
ಫ್ಯಾಕ್ಟ್‌ಚೆಕ್: ಮಸೀದಿ ಗೋಡೆ ಕೆಡವಿದ್ದಕ್ಕೆ ಶಿವ ದೇವಾಲಯ ಕೆಡವಿದ ಕಾಂಗ್ರೆಸ್‌,0
 ಇತ್ತೀಚಿನ ಕುಂಭಮೇಳದಲ್ಲಿ ದೊಡ್ಡ ಹಿಂದೂ ಭಕ್ತರ ಕೂಟಗಳ ಚಿತ್ರಗಳು,0
ಬಹುನಿರೀಕ್ಷಿತ ನೋಕಿಯಾ 'ಬನಾನ' ಫೋನ್ ಬಿಡುಗಡೆ: ಬೆಲೆ ಎಷ್ಟು ಗೊತ್ತೆ?,1
ಇನ್ಮೇಲೆ ಪಾರ್ಕಿಂಗ್ ಸ್ಥಳ ಮರೆತರೆ ಚಿಂತಿಸುವ ಅಗತ್ಯವಿಲ್ಲ​! ಗೂಗಲ್​ ಅಸಿಸ್ಟೆಂಟ್​ ಇದೆಯಲ್ಲಾ..?,1
['Fact Check| ಜನ\u200bರಿಗೆ ಉಚಿ\u200bತ\u200b ಮಾಸ್ಕ್\u200c ನೀಡಲು ಮೋದಿ ನಿರ್ಧಾ\u200bರ!'],0
 ದೇಶದಲ್ಲಿ ಹಿಂದೂ ದೇವಾಲಯ ಮಾತ್ರ ಜಿಎಸ್‌ಟಿ ಪಾವತಿಸಬೇಕೆ?,0
ಕಾಂಗ್ರೆಸ್​ ಬಿಜೆಪಿ ಆರೋಪ ಪ್ರತ್ಯಾರೋಪಗಳಿಗೆ ಕಾರಣವಾದ 'ದಿ ಆಕ್ಸಿಡೆಂಟಲ್​ ಪ್ರೈಮ್​ ಮಿನಿಸ್ಟರ್​' ಚಿತ್ರಕ್ಕೆ,1
ಕಿಂಗ್​ ಖಾನ್​ಗೆ​ ‘ಝೀರೋ’ ಕಹಿ; ಒಂದು ವರ್ಷ ಚಿತ್ರರಂಗದಿಂದ ದೂರ ಉಳಿಯಲಿದ್ದಾರಂತೆ ಶಾರುಖ್​!,1
ನಾಕೌಟ್ ಹಂತದಲ್ಲಿ ಐಪಿಎಲ್ ಸರಣಿ: ಇಲ್ಲಿದೆ ಪ್ಲೇ ಆಫ್ ತಲುಪಿದ ಟಾಪ್ 4 ತಂಡಗಳ ರಿಪೋರ್ಟ್ ಕಾರ್ಡ್,1
 ಚೀನಾದಲ್ಲಿನ ಕೊರೊನಾವೈರಸ್ ರೋಗಿಗಳನ್ನು ಹೆದ್ದಾರಿಯಲ್ಲಿ ಅಧಿಕಾರಿಗಳು ಹಿಡಿಯುತ್ತಿದ್ದಾರೆ,0
 18 ರಿಂದ 40 ವರ್ಷದೊಳಗಿನವರಿಗೆ ಕೇಂದ್ರದಿಂದ ತಿಂಗಳಿಗೆ 1800 ರೂ. ,0
 ಹೋಳಿಗೆ ಚೀನಾ ಬಣ್ಣ ಬಳ\u200bಸ\u200bದಂತೆ ಪ್ರಕ\u200bಟ\u200bಣೆ!'],0
ಎಂ. ಎಸ್. ಧೋನಿಯನ್ನು ಭೇಟಿಮಾಡಿದ ಅಮಿತ್ ಶಾ,1
 ಭಾರತಕ್ಕೆ ಹೋಗುವಾಗ ಹಾರಾಟದ ಮಧ್ಯದಲ್ಲೇ ರಫೇಲ್ ಫೈಟರ್ ಜೆಟ್‌ಗಳಿಗೆ ಇಂಧನ ತುಂಬುವ ವಿಡಿಯೋ,0
‘ಗೋಲ್ಡನ್ ಸ್ಟಾರ್’ ಗಣೇಶ್​ಗೆ ಜತೆಯಾದ ಮತ್ತೊಬ್ಬಳು ಗೀತಾ..!,1
"ಚಂದನವನದ​ ನಟ, ನಿರ್ಮಾಪಕರ ಮನೆ ಮೇಲೆ ಏಕಕಾಲದಲ್ಲಿ ಐಟಿ ದಾಳಿ ಹಿಂದಿನ ರಹಸ್ಯವೇನು?",1
 ಈ ಫೋಟೋಗಳು ಕರ್ನಲ್ ತ್ರಿಪಾಠಿ ಮೇಲಾದ ದಾಳಿಯದ್ದಾ?,0
ಮಧ್ಯರಾತ್ರಿಯೇ ಸಿಗಲಿದೆ `ದಿ ವಿಲನ್' ದರ್ಶನ: ಟಿಕೆಟ್​ ದರ ಹೆಚ್ಚಾದರೂ ತೆರೆಗೂ ಮುನ್ನವೇ ಟಿಕೆಟ್​ ಸೋಲ್ಡ್​ಔಟ್,1
ಮಾಜಿ ಭುವನ ಸುಂದರಿ ಸುಶ್ಮಿತಾ ಸೇನ್​ ಮತ್ತೆ ಬಾಲಿವುಡ್​ನತ್ತ,1
ಈ ಬಾರಿ ಯಾವ ತಾರೆ ಯಾರ ಪರ ಪ್ರಚಾರಕ್ಕಿಳಿದಿದ್ದರು: ಯಾವ ಸ್ಟಾರ್ ಪ್ರಚಾರ ಮತವಾಗಿ ಬದಲಾಯಿತು ಗೊತ್ತಾ? ,1
 ಹಿಟ್ಲರ್ ಆದ್ರಾ ಪುಟಿನ್? ನಕಲಿ ಟೈಮ್ ಕವರ್ ಹೀಗಿದೆ,0
: ಎಎಪಿ ಅಧಿಕಾರಕ್ಕೆ ಬಂದ ಬಳಿಕ ಖಾಲಿಸ್ತಾನಕ್ಕೆ ಮರುಜೀವ?,0
ಭಾರತ-ಇಂಗ್ಲೆಂಡ್ ಟೆಸ್ಟ್​: ಕಠಿಣ ಅಭ್ಯಾಸದಲ್ಲಿ ಟೀಂ ಇಂಡಿಯಾ ಆಟಗಾರರು,1
ಐಪಿಎಲ್ ಆಟಗಾರರ ಹರಾಜಿಗೆ ಕ್ಷಣಗಣನೆ: 2 ಕೋಟಿ ಮೂಲ ಬೆಲೆ ಹೊಂದಿರುವ 36 ಆಟಗಾರರ ಮೇಲೆ ಎಲ್ಲರ ಚಿತ್ತ,1
ನಿಮ್ಮ ಖಾಸಗಿ ಮಾಹಿತಿಯನ್ನು ಗೂಗಲ್​ ಓದುತ್ತಿರಬಹುದು..!,1
ಬಾಲಿವುಡ್ ನಟ ಇಮ್ರಾನ್ ಖಾನ್ ಪತ್ನಿ ಅವಂತಿಕಾ ಮಲಿಕ್ ಜೊತೆ ಹಂಪಿ ಪ್ರವಾಸ,1
 ಶಾರುಖ್ ಅಭಿನಯದ 'ಪಠಾಣ್' ಸಿನಿಮಾ ನೋಡಬೇಡಿ ಎಂದ ಸಿಎಂ ಯೋಗಿ ,0
 ಜರ್ಮನ್‌ನಲ್ಲಿ ಲಸಿಕೆ ವಿರುದ್ಧ ಸಾಮೂಹಿಕ ಚುಂಬನ ಪ್ರತಿಭಟನೆ?,0
 ಅಯೋಧ್ಯೆಯಲ್ಲಿ ರಾಮ ಮಂದಿರ ನಿರ್ಮಾಣಕ್ಕಾಗಿ ಉತ್ಖನನ ನಡೆಸುವಾಗ ಶಿವಲಿಂಗ ಪತ್ತೆಯಾಗಿದೆ ಎಂಬ ಚಿತ್ರ,0
'ಸಂಜು' ಸಿನಿಮಾದ ಟ್ರೇಲರ್​ ಬಿಡುಗಡೆ ಕಾರ್ಯಕ್ರಮದಲ್ಲಿ ತಾರಾ ಮೆರಗು,1
'ಮದಕರಿ' ಕತೆಗೆ ಟಾಲಿವುಡ್ ದೇವಸೇನಾ ಎಂಟ್ರಿ: ಚಾಲೆಂಜಿಂಗ್‍ಸ್ಟಾರ್​ಗೆ ಅನುಷ್ಕಾ ಶೆಟ್ಟಿ ಜೋಡಿ..!,1
 ಮುಂಬೈನ ಆಸ್ಪತ್ರೆಯ ಹಾಸಿಗೆಗೆ ಸ್ಟಾನ್ ಸ್ವಾಮಿ ಅವರನ್ನು ಬೇಡಿಗಳಿಂದ ಬಂಧಿಸಿರುವ ಫೋಟೋ,0
"ತಾರಾ ವರ್ಚಸ್ಸು, ವೃತ್ತಿ ಜೀವನದ ಯಾವ ವಿಷಯಗಳಿಗೆ ಮನೆ ಒಳಗೆ ಪ್ರವೇಶ ಇಲ್ಲ ಎಂದ​ ಕೋಹ್ಲಿ",1
COVID-19 ಗಾಗಿ ಯುಎಸ್ ವಿಜ್ಞಾನಿಗಳು ಅಭಿವೃದ್ಧಿಪಡಿಸಿದ ಲಸಿಕೆಯ ಫೋಟೋ,0
" ಕೊರೋನಾ ವೈರಸ್ಸಲ್ಲ, ಬ್ಯಾಕ್ಟೀರಿಯಾ?']",0
ವಾಟ್ಸಪ್​ನಲ್ಲಿ ಹೊಸ ಐದು ಫೀಚರ್ಸ್: ಇನ್ಮುಂದೆ ಬಳಕೆ ಮತ್ತಷ್ಟು ಸುಲಭ,1
ನೋಕಿಯಾ 8.1 ಸ್ಮಾರ್ಟ್​ಫೋನ್​​ ಮಾರುಕಟ್ಟೆಗೆ; ಬುಕ್ಕಿಂಗ್​ ಪಕ್ರೀಯೆ ಪ್ರಾರಂಭ,1
ನನ್ನ ಯಶಸ್ಸು ಯಾರ ಭಿಕ್ಷೆಯೂ ಅಲ್ಲ ಎಂದ ದರ್ಶನ್​: ಅವರ ಈ ಮಾತಿಗೆ ಕಾರಣ ಏನು ಗೊತ್ತಾ?,1
ವಾಘಾ ಗಡಿಯಲ್ಲಿ ಭಾರತೀಯ ಸೈನಿಕರಿಗೆ ತೊಡೆ ತಟ್ಟಿ ಅವಮಾನಿಸಿದ ಪಾಕ್​ ಕ್ರಿಕೆಟಿಗ!,1
 ಕೋವಿಡ್-19 ನ ಮೂರು ಹಂತಗಳು ಮತ್ತು ಅದರ ಚಿಕಿತ್ಸೆಗಾಗಿ ಮನೆಯಲ್ಲಿ ಇಟ್ಟುಕೊಳ್ಳಬೇಕಾದ ಪರಿಕರಗಳ ಬಗ್ಗೆ ಟಾಟಾಹೆಲ್ತ್ ಸೂಚನೆ ನೀಡಿದೆ,0
21ನೇ ಕಾಮನ್​ವೆಲ್ತ್ ಗೇಮ್ಸ್​​ಗೆ ಇಂದು ಚಾಲನೆ; ಪದಕದ ಮೇಲೆ ಕಣ್ಣಿಟ್ಟ ಭಾರತದ 221 ಕಲಿಗಳು,1
 ಬಾಬಾ ರಾಮ್‌ದೇವ್‌ರವರು ಸ್ವತಃ ಆಸ್ಪತ್ರೆಗೆ ದಾಖಲಾಗಿ ವೆಂಟಿಲೇಟರ್ ಬೆಂಬಲದಿಂದ ಚಿಕಿತ್ಸೆ ಪಡೆಯುತ್ತಿದ್ದಾರೆ,0
ವೈರಲ್ ವೀಡಿಯೊ: ಧೋನಿ ಶೈಲಿಯಲ್ಲಿ ಹೆಲಿಕಾಪ್ಟರ್ ಸಿಕ್ಸ್​ ಸಿಡಿಸಿದ ರಶೀದ್ ಖಾನ್,1
ಬೆಂಗಳೂರು ಪೊಲೀಸರಿಗೆ ಧನ್ಯವಾದ ತಿಳಿಸಿದ ಸನ್ನಿ ಲಿಯೋನ್​,1
 ತಮಿಳುನಾಡು ರಾಹುಲ್ ಗಾಂಧಿ ರ್ಯಾಲಿಯಲ್ಲಿ ಜನಸಾಗರ!'],0
 ಕೊರೊನಾವೈರಸ್ ಮತ್ತು ಸೂರ್ಯಗ್ರಹಣ ದಿನದ ಸಮಯದಲ್ಲಿ ರಸ್ತೆಯ ಸಂಚಾರ ದಟ್ಟಣೆಯನ್ನು ಹೋಲಿಸುವ ಫೋಟೋ,0
 ಉತ್ತರ ಪ್ರದೇಶದ ಸಿಎಂ ಯೋಗಿ ಆದಿತ್ಯನಾಥ್ ಅವರು ಹತ್ರಾಸ್ ಅತ್ಯಾಚಾರ ಆರೋಪಿಗಳು ಮತ್ತು ಠಾಕೂರ್ ಸಮುದಾಯವನ್ನು ಬೆಂಬಲಿಸಿ ಹೇಳಿಕೆ ನೀಡಿದ್ದಾರೆ,0
 ಮೋದಿಯವರ ಒಂದೇ ದಿನದ ಕೊರೊನಾ ಲಸಿಕೆ ಅಭಿಯಾನವನ್ನು ಮಾಜಿ ಪ್ರಧಾನಿ ಮನಮೋಹನ್‌ ಸಿಂಗ್‌ ಅವರ ಅಧಿಕಾರಾವಧಿಯ ಪಲ್ಸ್‌ ಪೋಲಿಯೋ ಅಭಿಯಾನಕ್ಕೆ ಹೋಲಿಕೆ,0
ಹುಬ್ಬಳ್ಳಿಯಲ್ಲಿ ಯಶ್​ ಕಟೌಟ್​ಗೆ ಕ್ಷೀರಾಭಿಷೇಕ,1
 ರಾಹುಲ್ ಕ್ಷೇತ್ರ ವಯನಾಡಿನ ಅವ್ಯವಸ್ಥೆಯಿದು.!'],0
ಫೇಸ್​ಬುಕ್​ನಲ್ಲಿ ಕಾಣಿಸಿಕೊಳ್ಳಲಿದೆ ಡಿಸ್​ಲೈಕ್​ ಬಟನ್​!,1
#MeToo: ಸೆಟ್‍ನಿಂದ ತಾಯಿಯನ್ನೂ ದೂರ ಇಡುತ್ತಿದ್ದರು: ನಟಿ ಸಂಜನಾ ಗಲ್ರಾನಿ ಆರೋಪ,1
 ದೇವಸ್ಥಾನದ ಮುಂದೆ ಸುಧಾಮೂರ್ತಿ ತರಕಾರಿ ಮಾರಿದ್ದು ನಿಜವೇ?,0
ಕತ್ರೀನಾ ಕೈಫ್ ಜೊತೆ 'ವರ್ಕೌಟ್'​ ಆಗದ ಸೋನಾಕ್ಷಿ ಸಿನ್ಹಾ ಪ್ಲಾನ್,1
ಭಾರತದ ದಿ ಗ್ರೇಟ್ ವಾಲ್ ರಾಹುಲ್ ದ್ರಾವಿಡ್​ಗೆ ಐಸಿಸಿ 'ಹಾಲ್ ಆಫ್ ಫೇಮ್' ಗೌರವ,1
 ಮಳೆಯಲ್ಲಿ ಫೋನ್‌ಗಳನ್ನು ಬಳಸುವುದು ಸುರಕ್ಷಿತವಲ್ಲ?,0
 ಸಂದೇಶಗಳನ್ನು ಕಳುಹಿಸಲು ವಾಟ್ಸಾಪ್ ತಮ್ಮ ಬಳಕೆದಾರರಿಗೆ ಶುಲ್ಕ ವಿಧಿಸುತ್ತದೆ,0
"India vs Australia, Live Cricket Score: ಮ್ಯಾಕ್ಸ್​ವೆಲ್​​ ಶತಕದ ಅಬ್ಬರ; ಸರಣಿ ಕೈವಶ ಮಾಡಿಕೊಂಡ ಆಸ್ಟ್ರೇಲಿಯಾ",1
ನಾಟಕ ಕಂಪನಿಯಲ್ಲಿ ಮತ್ತೆ ಬಣ್ಣ ಹಚ್ಚಿದ ಉಮಾಶ್ರೀ; ಮಾಜಿ ಸಚಿವೆಯ 'ಚಾಮುಂಡೇಶ್ವರಿ' ಪಾತ್ರದ ನಟನೆ ಹೇಗಿದೆ ಗೊತ್ತಾ?,1
ಭಾರೀ ಚರ್ಚೆ ಹುಟ್ಟುಹಾಕಿದೆ ಸೆಹ್ವಾಗ್ ಮಾಡಿರುವ ಆ ಒಂದೇ ಒಂದು ಟ್ವೀಟ್,1
ಐಪಿಎಲ್ 2018: ಕೋಲ್ಕತ್ತಾ ನೈಟ್ ರೈಡರ್ಸ್ ಹಾಗೂ ಮುಂಬೈ ಇಂಡಿಯನ್ಸ್ ಪಂದ್ಯಗಳ ನಡುವಣ ಕೆಲ ಚಿತ್ರಗಳು,1
ಬಾಲಿವುಡ್ ಅಂಗಳದ ತಾರೆಯರು ತಮ್ಮ ಮುದ್ದಿನ ಪುಟ್ಟ ತಾರೆಯರೊಂದಿಗೆ,1
ಜನಾಂಗೀಯ ನಿಂದನೆ ಮಾಡಿದ ಪಾಕ್ ನಾಯಕನಿಗೆ 4 ಪಂದ್ಯಗಳ ನಿಷೇಧ,1
 ಲಾಕ್\u200cಡೌನ್ ಸಂಕಷ್ಟದಲ್ಲಿರುವ ಬಡವರಿಗೆ ಕೇಂದ್ರದಿಂದ 50 ಸಾವಿರ ರೂ?'],0
 ರಾಜಸ್ಥಾನದ ಜೈಪುರದಲ್ಲಿ ಪೊಲೀಸರ ಮೇಲೆ ಗುಂಪೊಂದು ಕಲ್ಲು ತೂರುತ್ತಿರುವ ಇತ್ತೀಚಿನ ವಿಡಿಯೋ,0
 ಜಪಾನಿನಲ್ಲಿದೆ ಫಿಂಗರ್\u200c ಪ್ರಿಂಟ್\u200c ಶೇಪ್\u200cನ ಹಳ್ಳಿ!'],0
 'ಕಾಶ್ಮೀರ ಫೈಲ್ಸ್' ನಿರ್ದೇಶಕ 200 ಕೋಟಿ ಪ್ರಧಾನಿ ಪರಿಹಾರ ನಿಧಿಗೆ ದೇಣಿಗೆ ನೀಡಿದ್ದಾರೆಯೇ? ,0
